Head
-241.7745
-240.951
-240.1275
-239.304
-238.4805
-237.657
-236.8335
-236.01
-235.1865
-234.363
-233.5395
-232.716
-231.8925
-231.069
-230.2455
-229.422
-228.5985
-227.775
-226.9515
-226.128
-225.3045
-224.481
-223.6575
-222.834
-222.0105
-221.187
-220.3635
-219.54
-218.6435
-217.747
-216.8505
-215.954
-215.0575
-214.161
-213.2645
-212.368
-211.4715
-210.575
-209.6785
-208.782
-207.8855
-206.989
-206.0925
-205.196
-204.2995
-203.403
-202.5065
-201.61
-200.7135
-199.817
-198.9205
-198.024
-197.1275
-196.231
-195.3345
-194.438
-193.5415
-192.645
-191.7485
-190.852
-189.9555
-189.059
-188.1625
-187.266
-186.3695
-185.473
-184.5765
-183.68
